member_id,provider_id,servico,bairro,cidade,nota
,00000000-0000-4000-b872-d86bc28b4053,marceneiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b9af-06cc76a259f6,professor,Perdizes,São Paulo,"Dá aula de várias matérias, faz Poli; deu aula para a filha e foi entendendo como ela pensava; muito legal."
,00000000-0000-4000-b9af-06cc76a259f6,professor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b1de-00375b16ed18,vidraceiro,Perdizes,São Paulo,Fez lavanderia e box.
,00000000-0000-4000-b1de-00375b16ed18,vidraceiro,Perdizes,São Paulo,"Box fiz e fechamento lavanderia, cozinha fiz com o Claiton"
,00000000-0000-4000-be8b-36fbf36ac282,cortinas,Perdizes,São Paulo,"Muito bom, preço bom; vem até o local com amostras."
,00000000-0000-4000-be8b-36fbf36ac282,cortinas,Perdizes,São Paulo,"+55 11 99233-2319: Muito bom, rápido, prático, bom preço e qualidade; +55 11 99975-3013: Ótima"
,00000000-0000-4000-b869-7235c7f66a78,marceneiro,Perdizes,São Paulo,"Super atenciosa; a Grecco tem marcenaria junto, faz tudo"
,00000000-0000-4000-b869-7235c7f66a78,marceneiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bd48-becd723f5b02,marceneiro,Perdizes,São Paulo,Se tiver o projeto vale a pena orçar com ele
,00000000-0000-4000-bd48-becd723f5b02,marceneiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b1de-b7a6f53d2359,marceneiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b1de-b7a6f53d2359,marceneiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bcf1-ef3d3ed1c0b1,reforma,Perdizes,São Paulo,Cobra valor fixo
,00000000-0000-4000-bcf1-ef3d3ed1c0b1,reforma,Perdizes,São Paulo,Passou um orçamento beeem mais em conta que estes
,00000000-0000-4000-bdc2-79fe30ea316d,vidraceiro,Perdizes,São Paulo,Preço dela tá bom
,00000000-0000-4000-bdc2-79fe30ea316d,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b1fa-f76fe0d73fd7,marmoraria,Perdizes,São Paulo,Mesmo prédio do arquiteto Alexandre; fizeram as bancadas dele
,00000000-0000-4000-b1fa-f76fe0d73fd7,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b399-9842f2b85b93,vidraceiro,Perdizes,São Paulo,Serralheiro muito bom.
,00000000-0000-4000-b399-9842f2b85b93,vidraceiro,Perdizes,São Paulo,Trabalha muito bem. (Hugo). Mas pesquise.
,00000000-0000-4000-b0a4-65a2a930d349,encanador,Perdizes,São Paulo,Deve iniciar com as unidades de final 2 e 4
,00000000-0000-4000-b0a4-65a2a930d349,encanador,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bf54-abf5d6284dbf,serviços gerais,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bf54-abf5d6284dbf,serviços gerais,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b2ca-607d95f6f99c,diarista,Perdizes,São Paulo,Fechamos com elas. Elas fazem a mudança e organizam tudo…
,00000000-0000-4000-b2ca-607d95f6f99c,diarista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bdfc-842270c11ff5,diarista,Perdizes,São Paulo,Personal organizer
,00000000-0000-4000-bdfc-842270c11ff5,diarista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b9f5-53a893a26db7,mudança,Perdizes,São Paulo,o Bruno que faz remoção de entulho vai estar no prédio sexta. Quem tiver pouca coisa pra tirar ele já aproveita e faz um preço bacana. Falou que se for um pouco de cada faz 300
,00000000-0000-4000-b9f5-53a893a26db7,mudança,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-be8a-95babccd336b,vidraceiro,Perdizes,São Paulo,Guilherme: ele entrega rápido e dá garantia; o box saiu abaixo do preço da concorrência; gosto dele pq é bem atencioso e faz o ajuste que precisar; fechamos os box também com ele; material super bom e cumpriu o prazo
,00000000-0000-4000-be8a-95babccd336b,vidraceiro,Perdizes,São Paulo,Guilherme: gosto dele pq é bem atencioso e faz o ajuste que precisar
,00000000-0000-4000-b658-0c3d8cc67213,chaveiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b658-0c3d8cc67213,chaveiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b72f-4c2b99f26c0e,cortinas,Perdizes,São Paulo,Faz tapetes e cortinas; tem ateliê na Vila Ipojuca; preço muito bom
,00000000-0000-4000-b72f-4c2b99f26c0e,cortinas,Perdizes,São Paulo,"Tem ateliê na Vila Ipojuca, bem pertinho; tem cortinas, tapetes; vale o custo-benefício; segundo apto que faz com ela"
,00000000-0000-4000-b5a7-e280e5c4ed98,diarista,Perdizes,São Paulo,"Este rapaz fez a casa de um grande amigo nosso. Ele é muito bom. Se falar com ele, diga que quem indicou foi o Dennis(Denão), amigo do Georgetti."
,00000000-0000-4000-b5a7-e280e5c4ed98,diarista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-ba9e-ab6ecf9d3602,marmoraria,Perdizes,São Paulo,Carolina fez com ela e também indica.
,00000000-0000-4000-ba9e-ab6ecf9d3602,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b000-c85544eeaf20,médico,Perdizes,São Paulo,"Super recomendo, honestidade e qualidade; Dani também usa"
,00000000-0000-4000-b000-c85544eeaf20,médico,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b773-6f653ba32bd9,pet shop,Perdizes,São Paulo,Levam lá às vezes; gostou; Dani levou a gata e gostou muito do banho.
,00000000-0000-4000-b773-6f653ba32bd9,pet shop,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bf11-a8fe7c450932,pet shop,Perdizes,São Paulo,Está levando no Clube 4 e gostando muito.
,00000000-0000-4000-bf11-a8fe7c450932,pet shop,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b13b-fbf30e3b6b84,buffet,Perdizes,São Paulo,Sempre pedem lá e gostam muito; também acha ótimo.
,00000000-0000-4000-b13b-fbf30e3b6b84,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bbd7-cdff3583b751,aquecedor a gás,Perdizes,São Paulo,Indica alguém da equipe da Even na transição
,00000000-0000-4000-bbd7-cdff3583b751,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bbe7-64395116f9c9,aquecedor a gás,Perdizes,São Paulo,Melhor preço; entregou em 2 dias
,00000000-0000-4000-bbe7-64395116f9c9,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b3bf-1013964090f7,assistência técnica,Perdizes,São Paulo,"Atende há anos, fica pertinho, são sérios e serviço impecável."
,00000000-0000-4000-b733-f202f5aab5c6,encanador,Perdizes,São Paulo,Trabalha muito bem.
,00000000-0000-4000-b039-666f7027d9d2,cortinas,Perdizes,São Paulo,"Indicado pela arquiteta; melhor orçamento, instalação ótima e tudo automatizado, valeu muito a pena."
,00000000-0000-4000-b92d-e0fd28f5e929,confeitaria,Perdizes,São Paulo,Faz todos os mesversários da filha da indicante; deu certo e salvou o pedido.
,00000000-0000-4000-bfb8-c7020299ad16,confeitaria,Perdizes,São Paulo,Os bolos da Carol são perfeitos.
,00000000-0000-4000-bdf4-52469fcddc38,confeitaria,Perdizes,São Paulo,Bolos maravilhosos.
,00000000-0000-4000-b792-ad5141fa11ca,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b6d2-1b3f8271d434,personal organizer,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b292-463a611ade14,marmoraria,Perdizes,São Paulo,Gostaram bastante; honestos e trabalham bem.
,00000000-0000-4000-bc42-a8cfec83f202,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bc4b-d02d41a59880,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bc85-ae6a08c68268,pizzaria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bb14-3d273fdc7c44,pizzaria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b013-189b189c0bf4,pizzaria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b1e3-3a2e3faaaf62,marceneiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-be9c-d4b77f0edc2a,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b2f9-8ec06dc2796d,dentista,Perdizes,São Paulo,Muito bom.
,00000000-0000-4000-b63a-67b8e10ed189,dentista,Perdizes,São Paulo,"Muito boa; também odontopediatra, maravilhosa para crianças."
,00000000-0000-4000-bbfd-c65fad38650c,mudança,Perdizes,São Paulo,Cara muito bacana e cuidadoso; pode falar em nome da indicante.
,00000000-0000-4000-bb54-e6c4dbdadea8,tapeceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b96f-4e893fa93acf,diarista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bb52-c88cc51d2b66,tapeceiro,Perdizes,São Paulo,Já usou o serviço.
,00000000-0000-4000-b301-2460fb9ea13c,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b6c4-7ba4e3d1b494,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b6c0-43567489c038,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bfde-38a672077cf5,diarista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bed5-ef491856dcd7,reforma,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bd54-5b47a46d18dd,eletricista,Perdizes,São Paulo,Excelente no geral do apartamento; simplicidade e conhecimento de como melhorar o projeto respeitando as etapas da obra; quadro de energia bem feito e tudo diagnosticado
,00000000-0000-4000-b56d-587883f54355,eletricista,Perdizes,São Paulo,Muito bom e preco justo
,00000000-0000-4000-bd53-d61a8c425438,material de construção,Perdizes,São Paulo,"Furou muito rapido, no max 3 horas para iniciar e finalizar; ficou funcional"
,00000000-0000-4000-b90c-53111f1bb7d7,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b82a-2eaa81ad8c14,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b94b-7952879866da,dedetização,Perdizes,São Paulo,"Preco super bom e de confianca; cobra R$ 300,00 na casa grande dela"
,00000000-0000-4000-b579-ab228fec4b78,pintor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bcea-9a01bf8eed7c,pintor,Perdizes,São Paulo,Ele e muito caprichoso e justo
,00000000-0000-4000-b6d7-a8e81d6e64b5,corretor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b53f-02e8b8ed22b1,corretor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bfee-e33b750a5a85,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b199-dd6db33ad456,reforma,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b803-31e8ec821185,pet shop,Perdizes,São Paulo,São creche e hotel; os pets dela amam; já estão com alguns clientes do Platô e buscam os cães aqui todos os dias
,00000000-0000-4000-b0c9-23dc3979d1fc,pet shop,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b009-15143d5236da,pet shop,Perdizes,São Paulo,"Oferece creche, hotelzinho e banho; mandam fotos e dá pra acompanhar no Instagram; foram super humanos durante o falecimento da mãe; fica na Desembargador"
,00000000-0000-4000-b283-2a2c364a72d3,professor,Perdizes,São Paulo,Dá aula para o filho dela e outra criança
,00000000-0000-4000-b6a1-8a26935d4f48,professor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b309-c64d3e4858d6,professor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bcd2-02071bf01e5a,professor,Perdizes,São Paulo,Tem uns 4 alunos de natação no prédio
,00000000-0000-4000-b5e9-670fe269a966,professor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-ba96-9f01040d3586,médico,Perdizes,São Paulo,"Super solícitos, entregam mega rápido e sem custo"
,00000000-0000-4000-b714-a32a4e27880e,buffet,Perdizes,São Paulo,Fica aqui na rua mesmo
,00000000-0000-4000-bd59-025a223d9b3b,buffet,Perdizes,São Paulo,Esse é top; fica na Cotoxó
,00000000-0000-4000-baed-a908ae2658df,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bd3e-61fe2ea3f7bf,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bb65-8f79818b93b4,pet shop,Perdizes,São Paulo,Preço ótimo (Spitz 80; Golden 150); Cido é um querido e muito experiente; o melhor que já encontrou na região
,00000000-0000-4000-be31-6d01fa52034b,assistência técnica,Perdizes,São Paulo,"Fica na rua Duílio, 411"
,00000000-0000-4000-b714-322ad12019a6,assistência técnica,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b735-9d8e299820a6,assistência técnica,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b98b-80fef2ef817c,ginecologista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bd46-fc3a386fb8a4,ginecologista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b425-e594046d4e7d,ginecologista,Perdizes,São Paulo,É uma querida; já recomendou para muitas pessoas e todos adoram; fica no Itaim
,00000000-0000-4000-b07d-c9df97578dbb,ginecologista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b189-aa3c7ea6e812,diarista,Perdizes,São Paulo,Muito boa
,00000000-0000-4000-bbc1-08ea3deff657,advogado,Perdizes,São Paulo,"Já comprou diversas vezes; traz em casa ou você retira, como preferir"
,00000000-0000-4000-bfe8-3d09eddf4452,advogado,Perdizes,São Paulo,"Para urgência tem a do Eldorado, horários flexíveis e muitas moedas disponíveis na hora"
,00000000-0000-4000-b41f-bb46148888a4,dentista,Perdizes,São Paulo,Fica aqui na rua
,00000000-0000-4000-bd76-ea934676d568,dentista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b762-303e4ff0e1f7,dentista,Perdizes,São Paulo,"Dra Carol é ótima; fica no prédio em frente do Plato, só atravessar a rua"
,00000000-0000-4000-b581-af464ba0a9a7,dentista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b43e-b5018980b4e9,médico,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b70f-a020edfcdab6,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b011-690b447f348c,reforma,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b0c8-1ea1e8343ead,reforma,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b1e8-8b95d9c0372c,piso,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b139-0c48fb420a5c,piso,Perdizes,São Paulo,Excelente e ótimo preço
,00000000-0000-4000-bb47-109452fce0a6,marceneiro,Perdizes,São Paulo,Fez todo o apartamento dele; cumpriu rigorosamente os prazos; vale consultar
,00000000-0000-4000-bb1d-cd55e80691df,buffet,Perdizes,São Paulo,Maurício é super prestativo e ama falar de café; lugar super charmoso com cafés incríveis; vende bolo gelado por unidade
,00000000-0000-4000-b21a-cfa476f09a10,dentista,Perdizes,São Paulo,"Atende na Afonso Bovero, é excelente"
,00000000-0000-4000-bcf7-839b6b62b54b,serviços gerais,Perdizes,São Paulo,Cotação feita ali na Cotoxó (Loja Pintar)
,00000000-0000-4000-b294-c6e3022d61fe,serviços gerais,Perdizes,São Paulo,"Melhor preço, loja bem grande, mais margem e negociação (inclusive por CNPJ); entregam em casa e instalam, bem fácil; foi a que Dani fechou"
,00000000-0000-4000-b31c-07f80fa74fe2,mudança,Perdizes,São Paulo,"Foram excelentes, recomendo"
,00000000-0000-4000-b184-9a11fde1e9ed,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b104-8471a23d36ae,assistência técnica,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b666-08afe11b918c,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bf79-d7fb2c9a63d0,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b0be-2236d26eb1c4,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bb3f-8cc4c93a7b2b,cortinas,Perdizes,São Paulo,Atende o filho há um bom tempo e ainda vem em casa
,00000000-0000-4000-b9d8-afb31daad39c,cortinas,Perdizes,São Paulo,Mora próximo e atende a domicílio
,00000000-0000-4000-b15d-ba01dcdf4967,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b1a8-602383e7fec4,cortinas,Perdizes,São Paulo,Eles fazem venezianas
,00000000-0000-4000-b075-653e9601e5cd,cortinas,Perdizes,São Paulo,"No nome do contato está persiana, mas é veneziana"
,00000000-0000-4000-bb61-e0a9fc215204,reforma,Perdizes,São Paulo,Nenhuma taxa obrigatória
,00000000-0000-4000-b7e7-e0a8854e110e,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bb42-83d3b0d08a9e,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b7ab-8155102211ea,reforma,Perdizes,São Paulo,Fábrica que fez as portas do prédio; comprou direto com ela.
,00000000-0000-4000-bf90-e2f42e5e9707,churrasqueiro,Perdizes,São Paulo,Faz eventos para o indicador; é bom.
,00000000-0000-4000-b05d-236fc59fad4a,churrasqueiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bc94-8e303b7728e9,churrasqueiro,Perdizes,São Paulo,Era funcionário do Colégio Sagrado; costumavam contratá-lo para churrasco em encontros de turma.
,00000000-0000-4000-b83b-5f0f4e7b8417,churrasqueiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b254-29fcb8cb78a6,churrasqueiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bfc0-1937dc39a3df,churrasqueiro,Perdizes,São Paulo,"Fizeram a festa da empresa com ele, foi muito bom, churrasco gourmet de verdade; cardápio modificável conforme desejar."
,00000000-0000-4000-b4de-317b02bdd8bd,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bf90-b848801e5625,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b881-82544ccb2647,reforma,Perdizes,São Paulo,Indicação para quem precisa mudar pontos de hidráulica.
,00000000-0000-4000-b0d0-7013f98d3f67,encanador,Perdizes,São Paulo,Indicado para socorrer no problema ('Vitor irá te socorrer').
,00000000-0000-4000-ba51-13bece0f3972,pet shop,Perdizes,São Paulo,A Mônica vem em casa e faz tosa e banho; é maravilhosa.
,00000000-0000-4000-b11e-038bab140177,diarista,Perdizes,São Paulo,Diarista que trabalha na casa do indicador; ótimo trabalho.
,00000000-0000-4000-bfbb-120c7034d5fb,marmoraria,Perdizes,São Paulo,Fizeram o furo para o indicador.
,00000000-0000-4000-bbe5-6e91335c7e75,diarista,Perdizes,São Paulo,Leva na Dryclean da Caiubi.
,00000000-0000-4000-b0c9-0a7283ff2995,serviços gerais,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bbce-1f1570f0d2ca,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bc9f-6b4b50ff0e37,personal organizer,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b442-d163e536f629,beleza,Perdizes,São Paulo,Faz cabelo e maquiagem muito bem.
,00000000-0000-4000-b616-3c9aa4f15a34,beleza,Perdizes,São Paulo,Já veio várias vezes atender; atende toda a família; ótimo custo benefício.
,00000000-0000-4000-b649-5f4972c8f95f,beleza,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b742-a5fad8c11844,beleza,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b9c2-77b1e5373ece,beleza,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b77d-1b8426115dfa,beleza,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b92d-72db5f391d72,buffet,Perdizes,São Paulo,Pode avaliar pelo Instagram.
,00000000-0000-4000-b017-9313729d6e81,buffet,Perdizes,São Paulo,Pode avaliar pelo Instagram.
,00000000-0000-4000-b982-10b5f57de40f,buffet,Perdizes,São Paulo,Pode avaliar pelo Instagram.
,00000000-0000-4000-b06c-7b2ab56e4505,tapeceiro,Perdizes,São Paulo,Fez um serviço impecável com preço ótimo no outro apto há 18 meses.
,00000000-0000-4000-b5b4-8867b56f7fe3,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b482-3b8220b3000c,advogado,Perdizes,São Paulo,Funcionária da Even que toca os processos de financiamento
,00000000-0000-4000-b501-1ad59948ebae,advogado,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b9ea-ccd9620f2347,aquecedor a gás,Perdizes,São Paulo,"Orçamento de máquinas (todas cassete) por R$17.462,50; abertura para negociar mais de uma unidade"
,00000000-0000-4000-bf1f-9405619b9f0d,marceneiro,Perdizes,São Paulo,Rapaz que faz obra para ela
,00000000-0000-4000-b807-b54f493d52ba,aquecedor a gás,Perdizes,São Paulo,Também é bom; faz ambos (multisplit e VRF)
,00000000-0000-4000-bba1-9d469eadc2e1,eletricista,Perdizes,São Paulo,"Automatiza tudo: bom dia, café, comida da gata; 'manda muito'"
,00000000-0000-4000-b1da-e8a72bc5689a,marceneiro,Perdizes,São Paulo,"É 10; já trabalham com ele faz uns 10 anos; tem arquiteta, tudo incluso no preço"
,00000000-0000-4000-b776-bf9f27042812,marceneiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bd35-dd4a87baa92a,marceneiro,Perdizes,São Paulo,Fecharam com a Criare e estão bem satisfeitos; diferença enorme de valor
,00000000-0000-4000-bb98-81e03c48bdf5,advogado,Perdizes,São Paulo,As duas vezes que precisou falar atenderam super bem; já têm alguns documentos necessários em mãos
,00000000-0000-4000-b6bd-90d15f04e071,reforma,Perdizes,São Paulo,"Se não for o projeto mais barato e bom da vida, avisem (recomendação enfática)"
,00000000-0000-4000-b653-96759b662cc4,piso,Perdizes,São Paulo,Preço muito bom e qualidade; compensa cotar com ele antes de fechar
,00000000-0000-4000-b16a-c167522e13cd,reforma,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b02c-523028e8aaf9,reforma,Perdizes,São Paulo,Engenheiro que poderá acompanhar a vistoria
,00000000-0000-4000-bafa-bead3bfac926,marmoraria,Perdizes,São Paulo,Amaram até agora; engenheiro e arquiteto vão acompanhar na vistoria; dá todo suporte; valor ~240/250k
,00000000-0000-4000-bb2c-39c91321969f,marmoraria,Perdizes,São Paulo,"Ficou 220k com tudo, bastante coisa no projeto; prazo de entrega 60 dias"
,00000000-0000-4000-b4ed-55fe3a20657b,reforma,Perdizes,São Paulo,Indicação da arquiteta; gostaram da forma como ele conduz
,00000000-0000-4000-bb90-a42778aca0f8,advogado,Perdizes,São Paulo,"Conveniado Even, atendeu super bem"
,00000000-0000-4000-bcc4-637ef06cfdbb,advogado,Perdizes,São Paulo,"Ajudou no processo; fechou com Itaú em 35 dias, contrato registrado com matrícula; 'esse é bom'; pelo Juliano conseguiu valor mais alto na Caixa do que na agência"
,00000000-0000-4000-babd-82d13eaa9607,marmoraria,Perdizes,São Paulo,Foram melhores entre uns 8 cotados
,00000000-0000-4000-b3a3-99745e41bf36,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b62d-f8c67d0d17a6,pet shop,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b0ac-c7635e3d97d1,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bf62-9a12c164b81e,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b23a-62c5c6228310,aquecedor a gás,Perdizes,São Paulo,Fechamos infra e ar com ele. Preço muito bom!!!
,00000000-0000-4000-b0c3-81464a632a06,marmoraria,Perdizes,São Paulo,Fechei com esta empresa. Eles fazem preço bom pra pedras exóticas.
,00000000-0000-4000-b66a-2078f29f720a,piso,Perdizes,São Paulo,"Eu fechei os pisos com eles. Meu apto atual eu já tinha feito com eles, são muito bons e o preço é bom também."
,00000000-0000-4000-b9ad-7f74f1410540,mudança,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b6a0-98058dadf5b3,vidraceiro,Perdizes,São Paulo,Está resolvendo problema sério da estrutura do ar condicionado instalado pela Even
,00000000-0000-4000-bebf-296cfb78b7d2,diarista,Perdizes,São Paulo,Me indicaram essa pessoa
,00000000-0000-4000-b4b5-c8d1b1f36a2a,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-ba74-4d207538b931,reforma,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b721-7221dabad916,serviços gerais,Perdizes,São Paulo,Já tem no prédio; é fibra
